,sessions,sequence,ground_truth,entropy
2992,5d21a66b7d76,"['Lock SSH directory', 'Save SSH key']",0,5.371249256558585e-11
2993,5d2c41b77c74,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
2994,5d3027d798bb,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
2995,5d38eddfecaf,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
2996,5d3c5ec13fd9,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,6.222031238087523e-92
2997,5d43ce84d1a0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
2998,5d4c421af100,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
2999,5d5ef9de76d3,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3000,5d6f74e8ed76,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3001,5d7421043e1b,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3002,5d74dd6273ce,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3003,5d836449ffa6,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3004,5d83debae80e,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3005,5d88355842fd,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3006,5d9d9b0bed78,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3007,5da31acaef62,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3008,5daa4a6fe798,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
3009,5dac96193662,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3010,5db210e6c79f,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3011,5dc1d4927358,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3012,5dce7891b69d,"['Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get CPU info', 'Get memery info', 'Get current username', 'Get system uptime', 'Get hostname']",0,1.535564663166754e-14
3013,5dd0fe65ba3c,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3014,5dd1076e9d6a,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3015,5dd45f26f235,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3016,5dd90f8ad9b4,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3017,5ddacb11a0b4,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3018,5de1611e895e,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3019,5de587fd9a6e,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3020,5de5ed722fdc,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3021,5de7253f1c4a,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3022,5e085ce53e82,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3023,5e0d4ba6fc88,"['Lock SSH directory', 'Save SSH key']",0,5.371249256558585e-11
3024,5e10920c702e,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3025,5e10f2f2164a,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info']",0,8.998853117412169e-77
3026,5e1b074b8d81,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info']",0,3.1574799731140213e-34
3027,5e1c53b0fcc5,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3028,5e24066b8d19,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3029,5e2ac1e7407d,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3030,5e2e0b1ee8ee,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3031,5e30c705fc39,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'busybox token', 'print executable file']",9,2.9080028542852584e-07
3032,5e318ffe69e6,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3033,5e3c7ac2ef3e,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3034,5e3d4bdd9a3b,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3035,5e3e0af61d9f,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3036,5e3ee828daac,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3037,5e509f5d56d3,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3038,5e5dd4bb5475,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3039,5e630e24e5e0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3040,5e6f6f058f63,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info']",0,2.7168625291856663e-29
3041,5e6fac03c702,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3042,5e7045c3d9dd,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
3043,5e74956a6573,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3044,5e75b10078bc,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3045,5e78936e55f6,"['enable shell builtin commands', 'System info', 'busybox token', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'Get system info', 'download an executable', 'Check for tftp and wget, busybox token', 'download an executable']",0,6.82623586163584e-48
3046,5e7d4409fcbc,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3047,5e961f8ecdfa,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
3048,5e9a8158b489,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3049,5eac1b6a3a01,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3050,5ead05b46d75,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3051,5eb49d9666d1,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3052,5eb92d5a9335,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3053,5ebe3417b5b2,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
3054,5ec04f9e6a6c,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3055,5ec2c38ed9bd,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3056,5ec2fbc40ac0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3057,5ec6c6f1b961,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
3058,5ec755e5eabd,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3059,5ec8f6259bcc,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3060,5ece4ecad3eb,"['OS info for a router', 'Get network interface', 'Get system info', 'Get CPU info', 'Check for Miner process', 'Check for Miner process', 'Get network related directory', 'Echo random stuff']",8,1.1081508503877899e-35
3061,5edcf856c2ac,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
3062,5ee4095908a8,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3063,5ee7601bafc2,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3064,5eec291b3633,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3065,5eed672e8df6,"['Lock SSH directory', 'Save SSH key']",0,5.371249256558585e-11
3066,5ef6d8b32667,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3067,5efccc75d26a,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3068,5f018ca13263,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
3069,5f05a3530b88,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3070,5f12aea0cb18,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3071,5f1d49ed57ce,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,2.6174549987762755e-96
3072,5f2cfa943b21,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']",0,4.2915659099634557e-91
3073,5f2fc30871d7,"['Lock SSH directory', 'Save SSH key']",0,5.371249256558585e-11
3074,5f34598ad2cc,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]",9,6.212769838147307e-17
